start_id,iteration,objective_value,w1,w2,w3,w7,w9,w10,w11,avg_power,t_rise_50,delay_ps,pdp
8,2,-12882.798499000708,6.55412e-05,4.59513e-11,4.59513e-11,3.01171e-15,1201.0259161051963,1331.49803304858,1081.3492532871978,604.839533078699,840.2869537193092,717.5933569269417,652.6817983344305
3,2,-12306.614099212366,2.42451e-05,2.77783e-11,2.77783e-11,6.73488e-16,1335.731956367157,1284.7576320183268,1021.6017024484332,641.5117563650778,664.5438401351425,617.8158679591666,582.8827443128785
2,2,-54285.580043850285,6.07366e-10,-4.99731e-11,-4.99731e-11,-3.0352e-20,1179.8785781175466,4176.184760240341,1258.872853722349,18536.158709623163,713.9494908379158,633.3296718873703,649.4133433764566
6,2,-11649.54417122773,4.16094e-05,-4.9978e-11,-4.9978e-11,-2.07956e-15,926.0595202667752,924.899023538237,999.3383355498864,699.3741424537296,852.4629444516211,713.7054062910487,719.1294130625673
5,2,-12501.109621459289,4.47187e-05,4.66987e-11,4.66987e-11,2.0883e-15,941.2893065512914,1207.7449219953462,1155.092844599627,780.0574569627138,641.7398584906391,657.8131310992131,856.9266710308136
1,2,-12357.063453652161,4.1598e-05,4.86207e-11,4.86207e-11,2.02252e-15,1152.404860555802,985.5261573377153,1101.366203571931,583.9678807543452,823.742730590147,737.6559504569369,783.9495735592031
4,3,-122909.4582342852,0.000173425,-2.44141e-10,-2.44141e-10,-4.23402e-14,9868.623178557491,21604.850545596368,923.7386034782912,6594.4301302031445,731.4498345824693,728.5154224712512,21133.386002253585
7,3,-12327.044651368853,3.84825e-05,3.8143e-11,3.8143e-11,1.46784e-15,1288.6249239406138,1013.5598441107525,924.6164634016374,608.7866009740212,847.5856592033415,826.6478761739829,646.2170578800766
3,3,-12304.234988405165,1.21219e-05,2.77768e-11,2.77768e-11,3.36707e-16,1335.6836275393568,1284.7174385529268,1021.5532893562332,641.4714970756778,664.4872108283425,617.7592452831666,582.8257380668784
1,3,-12362.99568781016,6.93256e-05,4.86212e-11,4.86212e-11,3.37069e-15,1152.3238708998022,985.4451488541152,1101.285106758331,583.8866989503451,823.726942994147,737.6074949421369,783.9337355062031
6,3,-11648.86787931973,4.16071e-05,-4.9978e-11,-4.9978e-11,-2.07944e-15,926.0111202667752,924.850623538237,999.2899878218865,699.3258317517297,852.397790065621,713.6570365410487,719.0979496745673
8,3,-12882.265402617508,6.55382e-05,4.59516e-11,4.59516e-11,3.01158e-15,1200.9776294095964,1331.44968711138,1081.3007959331978,604.791076208699,840.2822245069092,717.5448518021417,652.6623263368305
2,3,-54284.90244380405,6.07589e-10,-4.99731e-11,-4.99731e-11,-3.03631e-20,1179.8301781173093,4176.1363602407355,1258.8244537223272,18536.110309623324,713.9010908385886,633.2812718874961,649.3649433799947
5,3,-12500.348604528088,4.47157e-05,4.66985e-11,4.66985e-11,2.08815e-15,941.2409597912914,1207.6964538965462,1155.0426389892268,780.0072470931137,641.6895953326391,657.7308560360132,856.8763261252136
2,4,-54284.15708392285,6.07131e-10,-4.99731e-11,-4.99731e-11,-3.03402e-20,1179.7769381163776,4176.08312024027,1258.771213721992,18536.057069623326,713.847850838602,633.2280318874615,649.3117033838971
5,4,-12499.585980435448,4.47126e-05,4.66986e-11,4.66986e-11,2.08802e-15,941.1877783552914,1207.6431389878662,1154.987413296947,779.9520168221937,641.6343062315191,657.6774793156932,856.8209472082136
3,4,-12305.045451001844,2.42397e-05,2.7775e-11,2.7775e-11,6.73258e-16,1335.6215031143568,1284.6642618020467,1021.5000424350333,641.4182478119178,664.4159569412426,617.6879989561465,582.7540694401785
8,4,-12881.64687463535,6.55347e-05,4.59518e-11,4.59518e-11,3.01144e-15,1200.9245132990764,1331.39650631426,1081.2474926840778,604.737773012819,840.2609695549492,717.4914957921817,652.6409066603104
7,4,-12326.350060474093,3.84797e-05,3.81426e-11,3.81426e-11,1.46771e-15,1288.5717697634939,1013.5066924359124,924.5631843767173,608.7333302013012,847.5584282477215,826.594572073023,646.1635181388766
4,4,-122908.7363373132,0.000173416,-2.44141e-10,-2.44141e-10,-4.23379e-14,9868.569938557492,21604.797305596367,923.6874957402912,6594.377002007144,731.3984925884693,728.4640139272512,21133.332770239584
6,4,-11648.123949285731,4.16045e-05,-4.9978e-11,-4.9978e-11,-2.07931e-15,925.9578802667752,924.797383538237,999.2368055872865,699.2726902457297,852.3261213058211,713.6038298160487,719.0633388829673
1,4,-12362.852329736561,6.93248e-05,4.86214e-11,4.86214e-11,3.37067e-15,1152.299691348802,985.4209599377152,1101.260873628531,583.8624233737452,823.7353625371469,737.6159092095369,783.9421298328031
6,5,-11647.305611833972,4.16016e-05,-4.9978e-11,-4.9978e-11,-2.07917e-15,925.8993162667751,924.738819538237,999.1783051292265,699.2142345891297,852.2472871341411,713.5453024185487,719.0252658409273
5,5,-12498.623705113512,4.47091e-05,4.66984e-11,4.66984e-11,2.08784e-15,941.1292791856393,1207.5437024694982,1154.926666382411,779.8912648711537,641.5527026854071,657.6187652161611,856.7600317464857
3,5,-12309.694040803164,6.05974e-05,2.77742e-11,2.77742e-11,1.68304e-15,1335.5993951244968,1284.6421536657767,1021.4599621385132,641.3961034724479,664.3848117542026,617.6568574160466,582.7227168300984
8,5,-12880.966469664836,6.55309e-05,4.59521e-11,4.59521e-11,3.01128e-15,1200.8660846404803,1331.338007730248,1081.1888588757897,604.679139790171,840.2375871166172,717.4328040640977,652.6173426150144
1,5,-12362.694660125302,6.93239e-05,4.86217e-11,4.86217e-11,3.37065e-15,1152.273093842702,985.3943520764352,1101.234217185751,583.8357201862452,823.7446238214869,737.6251646241669,783.9513633258631
7,5,-12325.58605769202,3.84766e-05,3.81421e-11,3.81421e-11,1.46758e-15,1288.51330028579,1013.4482254178964,924.5045772736133,608.6747324684372,847.5284715904415,826.535937269147,646.1046245406847
2,5,-54283.337187914876,6.07225e-10,-4.99731e-11,-4.99731e-11,-3.03449e-20,1179.7183741167025,4176.024556240774,1258.7126497224194,18535.99850562333,713.7892868396385,633.1694678886328,649.2531393881899
4,5,-122907.94260064399,0.000173406,-2.44141e-10,-2.44141e-10,-4.23353e-14,9868.51137455749,21604.738741596368,923.6312772284912,6594.3185609915445,731.3420163950693,728.4074645288513,21133.274215024183
1,6,-12362.521246557326,6.9323e-05,4.86221e-11,4.86221e-11,3.37063e-15,1152.243836732402,985.3650834290272,1101.204895098693,583.8063466799953,823.7548110000049,737.6353453460039,783.9615199925371
8,6,-12880.218035828557,6.55267e-05,4.59524e-11,4.59524e-11,3.01111e-15,1200.8018120852983,1331.2736589657327,1081.1243618155138,604.6146424722134,840.2118646306808,717.3682432920461,652.5914196527932
5,6,-12497.565335040463,4.47053e-05,4.66982e-11,4.66982e-11,2.08766e-15,941.0649296480793,1207.4343258424153,1154.8369964710514,779.8244374029077,641.4858044835619,657.5541793845739,856.6930242876421
4,6,-122907.069209634,0.000173394,-2.44141e-10,-2.44141e-10,-4.23325e-14,9868.44695415749,21604.67432119637,923.5694368655111,6594.254275874385,731.2798958033493,728.3452634116312,21133.20980750826
3,6,-12309.592327092725,6.05967e-05,2.77739e-11,2.77739e-11,1.68301e-15,1335.5950614284268,1284.6378198632267,1021.4466429546133,641.3917515749529,664.3782042642476,617.6480072776066,582.7137611832884
6,6,-11649.870568704422,2.77321e-05,-4.9978e-11,-4.9978e-11,-1.38599e-15,925.8348958667751,924.6743991382369,999.1139543032585,699.1499330447676,852.1605708337011,713.4809222812987,718.9833838841733
2,6,-54282.43530233616,6.07178e-10,-4.99731e-11,-4.99731e-11,-3.03426e-20,1179.6539537166059,4175.9601358409245,1258.6482293226288,18535.934085223333,713.7248664403311,633.1050474878307,649.188718992928
7,6,-12324.619273675684,3.8473e-05,3.81413e-11,3.81413e-11,1.46741e-15,1288.4489837314748,1013.3839120201808,924.440109782301,608.6102749622869,847.4639682169664,826.4398916707994,646.0398414538327
3,7,-12309.475423386739,6.05958e-05,2.77736e-11,2.77736e-11,1.68296e-15,1335.5902941943782,1284.6330525193707,1021.4319919255282,641.3869643193369,664.3684668133267,617.6382720521176,582.7039098693105
7,7,-12323.625267340773,3.84691e-05,3.81405e-11,3.81405e-11,1.46723e-15,1288.3782356634529,1013.3131672826936,924.3691955418573,608.5393717055215,847.3930145061436,826.3689439124216,645.9685800582954
5,7,-12496.550264446281,4.47013e-05,4.66984e-11,4.66984e-11,2.08748e-15,940.9941451567634,1207.3633640532744,1154.7634899408276,779.7509272586996,641.4122161780824,657.483133198267,856.6193164372263
2,7,-54281.44322826717,6.06854e-10,-4.99731e-11,-4.99731e-11,-3.03264e-20,1179.583091276893,4175.889273401275,1258.577366882629,18535.863222782184,713.6540040006074,633.0341850478449,649.1178565581541
6,7,-11646.089178513846,4.15973e-05,-4.9978e-11,-4.9978e-11,-2.07895e-15,925.8138468231771,924.6533500946389,999.0929402077276,699.1289435900396,852.1283748061891,713.4598933690758,718.9624153660753
4,7,-122906.10807952301,0.000173381,-2.44141e-10,-2.44141e-10,-4.23295e-14,9868.376091717491,21604.60345875637,923.5014124662331,6594.183562245509,731.2115631524573,728.2768421826893,21133.13895924075
8,7,-12879.437942757364,6.55228e-05,4.59531e-11,4.59531e-11,3.01098e-15,1200.7311116368362,1331.202875324766,1081.0534149074854,604.5436956350474,840.1835656444043,717.2972267971015,652.5843214330408
5,8,-12495.433596667548,4.46968e-05,4.66984e-11,4.66984e-11,2.08727e-15,940.9162829178539,1207.2853066308603,1154.682634862196,779.6700682046851,641.3312684184655,657.4049823933293,856.5382399063834
7,8,-12322.455515903048,3.84647e-05,3.81396e-11,3.81396e-11,1.46703e-15,1288.3004126327314,1013.2353475258169,924.2911893317284,608.4613781230795,847.3149654242386,826.2527375466224,645.8901923673071
4,8,-122905.05130522142,0.000173368,-2.44141e-10,-2.44141e-10,-4.23261e-14,9868.298143033491,21604.52551007237,923.4265817295932,6594.105777253746,731.136393339042,728.2015749334189,21133.061022249054
6,8,-11645.569548204247,4.15953e-05,-4.9978e-11,-4.9978e-11,-2.07885e-15,925.7784156031771,924.6179188746389,999.0575474306013,699.0935779177967,852.0806822581959,713.4244842935883,718.9270727241253
2,8,-54280.35194659106,6.0734e-10,-4.99731e-11,-4.99731e-11,-3.03507e-20,1179.5051425938323,4175.811324717938,1258.499418198855,18535.78527409899,713.5760553176831,632.9562363648621,649.0399078801172
8,8,-12878.532289729837,6.55177e-05,4.59535e-11,4.59535e-11,3.01077e-15,1200.6533381035292,1331.1250133197025,1080.9753734645515,604.4656541141647,840.1524348107831,717.2191086526625,652.5529473995256
2,9,-54279.15153695303,6.06988e-10,-4.99731e-11,-4.99731e-11,-3.03331e-20,1179.4193990408578,4175.725581163681,1258.4136746458462,18535.699530546586,713.4903117658961,632.8704928130022,648.9541643333977
8,9,-12877.536043190956,6.55121e-05,4.59539e-11,4.59539e-11,3.01054e-15,1200.5677858449947,1331.0393651141328,1080.889527705837,604.379807840989,840.1181870353399,717.1331786937795,652.5184293604052
6,9,-11644.997956032918,4.15931e-05,-4.9978e-11,-4.9978e-11,-2.07874e-15,925.7394412611771,924.578944532639,999.0186153757624,699.0546756783293,852.0282210400185,713.3855343105521,718.8881958179803
4,9,-122903.8891534897,0.000173352,-2.44141e-10,-2.44141e-10,-4.23223e-14,9868.212399481092,21604.43976651997,923.3442679192891,6594.020213762806,731.053706544285,728.1187809592215,21132.97529155819
5,9,-12494.144787665839,4.4693e-05,4.66986e-11,4.66986e-11,2.0871e-15,940.8306338548487,1207.1994430374868,1154.5936988201095,779.5811247886531,641.2118073287504,657.3190189087175,856.4490570943531
7,9,-12321.252861308762,3.84601e-05,3.81387e-11,3.81387e-11,1.46682e-15,1288.2148078991427,1013.1497463934575,924.2053831007917,608.3755857825981,847.2291114341431,826.1668907589852,645.8039852852628
4,10,-122902.61042431195,0.000173336,-2.44141e-10,-2.44141e-10,-4.23182e-14,9868.118081573451,21604.34544861233,923.2537274438502,6593.9260939227715,730.9627557859477,728.0277123034996,21132.88099251413
5,10,-12492.79344711468,4.46863e-05,4.66987e-11,4.66987e-11,2.08679e-15,940.7364231866696,1207.1049937450016,1154.495875587432,779.4832932559998,641.1138684623182,657.2244620938174,856.3509622261016
8,10,-12876.440116170952,6.5506e-05,4.59543e-11,4.59543e-11,3.01028e-15,1200.4736766628844,1330.9451518993703,1080.7950973712511,604.2853762802703,840.0805130675839,717.0386557390083,652.4804570651072
6,10,-11644.339476642015,4.15907e-05,-4.9978e-11,-4.9978e-11,-2.07862e-15,925.6965694849772,924.536072756439,998.9757901154395,699.0118832149153,851.9705145574588,713.327826970557,718.8454312212208
2,10,-54277.83108627708,6.06919e-10,-4.99731e-11,-4.99731e-11,-3.03297e-20,1179.3250811330904,4175.631263256202,1258.3193567385174,18535.605212639603,713.395993857063,632.776174906296,648.8598464320157
7,10,-12319.929895198227,3.84549e-05,3.81377e-11,3.81377e-11,1.46658e-15,1288.1206426921951,1013.0555851478621,924.1109962467611,608.2812142080687,847.1346720450381,826.0724592925844,645.7091579666036
5,11,-12491.163236572791,4.46804e-05,4.66992e-11,4.66992e-11,2.08654e-15,940.5606589551088,1207.0010995232676,1154.3882697202378,779.3756777400836,641.0061390292332,657.1204457586884,856.2430575597759
2,11,-54276.37859048672,6.07049e-10,-4.99731e-11,-4.99731e-11,-3.03361e-20,1179.2213314348887,4175.527513558332,1258.2156070395843,18535.501462941913,713.2922441587939,632.6724252085094,648.7560967415901
6,11,-11643.647839330602,4.15881e-05,-4.9978e-11,-4.9978e-11,-2.07849e-15,925.6494105311572,924.488913802619,998.9286823290844,698.9648115051599,851.9233864927536,713.2643498397414,718.7983901647854
8,11,-12875.23466798656,6.54992e-05,4.59549e-11,4.59549e-11,3.01001e-15,1200.3701536575713,1330.841516844383,1080.6912232769587,604.1815015634797,840.0390657893194,716.9346804887599,652.438677372809
7,11,-12318.474648326648,3.84493e-05,3.81366e-11,3.81366e-11,1.46632e-15,1288.0170604458044,1012.9520077777071,924.0071701885792,608.1774049573379,847.0307887170226,825.9685846795436,645.60484739733
4,11,-122901.20377221645,0.000173317,-2.44141e-10,-2.44141e-10,-4.23137e-14,9868.014331875047,21604.241698913927,923.1541329208671,6593.822562098734,730.8627099517767,727.9275367822055,21132.777263565666
5,12,-12489.52849607711,4.46739e-05,4.66993e-11,4.66993e-11,2.08624e-15,940.4466606228722,1206.8868166782331,1154.2699037228226,779.2573053516871,640.8876365387149,657.0060285889193,856.1243665353057
2,12,-54274.78084518814,6.06882e-10,-4.99731e-11,-4.99731e-11,-3.03278e-20,1179.1072067666557,4175.41338888966,1258.1014823707235,18535.38733827307,713.1781194911657,632.5583005411665,648.641972081129
8,12,-12873.97814480431,6.5493e-05,4.5956e-11,4.5956e-11,3.0098e-15,1200.256276297483,1330.727519653393,1080.5769625721098,604.0672388043868,839.9934651097536,716.820307941736,652.4272020232924
6,12,-11642.922988120998,4.15853e-05,-4.9978e-11,-4.9978e-11,-2.07835e-15,925.5975356819552,924.437038953417,998.8768637640937,698.913032624429,851.8715456215779,713.2125074123202,718.7466450027064
7,12,-12316.762084313328,3.84428e-05,3.81352e-11,3.81352e-11,1.46602e-15,1287.9031199747747,1012.8380720999133,923.8929615245789,608.0632147815339,846.9165170562055,825.7984811767773,645.4901055428797
4,12,-122899.65620491139,0.000173297,-2.44141e-10,-2.44141e-10,-4.23088e-14,9867.900207206803,21604.127574245682,923.044578945586,6593.708677092293,730.7526595341886,727.8173437087822,21132.663161722354
2,13,-54273.0233253704,6.06647e-10,-4.99731e-11,-4.99731e-11,-3.03161e-20,1178.9816696314174,4175.2878517527715,1257.9759452343867,18535.26180113846,713.0525823570133,632.4327634068698,648.5164349545339
6,13,-11642.125631790435,4.15822e-05,-4.9978e-11,-4.9978e-11,-2.0782e-15,925.540473347833,924.3799766192948,998.8198633426041,698.8560758556249,851.8145206632845,713.1554807421568,718.6897253244194
7,13,-12314.877153939204,3.84347e-05,3.81324e-11,3.81324e-11,1.46561e-15,1287.777785707716,1012.7127431054145,923.7673319941787,607.9376058392238,846.7908182293068,825.6727920162378,645.3022350775237
8,13,-12872.519399288003,6.54848e-05,4.59566e-11,4.59566e-11,3.00946e-15,1200.1310060543633,1330.602122743304,1080.4512766755358,603.9415492672359,839.9432993407459,716.6944990187698,652.3766365440466
5,13,-12487.64093678843,4.4666e-05,4.66992e-11,4.66992e-11,2.08587e-15,940.3212618297262,1206.7611049210093,1154.1397091600427,779.1270993650279,640.7572918335214,656.880169451099,855.9492368337878
4,13,-122897.95440576838,0.000173274,-2.44141e-10,-2.44141e-10,-4.23033e-14,9867.774670071734,21604.002037110615,922.92406329592,6593.5834035852085,730.6316040748418,727.6961313280166,21132.537643417854
4,14,-122896.08219052016,0.00017325,-2.44141e-10,-2.44141e-10,-4.22973e-14,9867.636579223159,21603.863946262038,922.7915029858298,6593.445602727415,730.4984430695603,727.5627977091742,21132.399573282906
6,14,-11641.248562316074,4.15788e-05,-4.9978e-11,-4.9978e-11,-2.07803e-15,925.4777047802985,924.3172080517603,998.7571625651226,698.7934230960976,851.751792895319,713.0927514049771,718.627113364461
7,14,-12312.533289486786,3.84244e-05,3.81294e-11,3.81294e-11,1.4651e-15,1287.6399187044058,1012.5748819019199,923.6291402011926,607.7318722932,846.5850103904065,825.5345346300987,645.0955966221693
5,14,-105035.38988195034,7.44308e-05,-4.99951e-11,-4.99951e-11,-3.72118e-15,-47239.23376639385,1206.6228229546991,1153.9475748007867,778.9838787176093,640.613919562351,656.789812051878,855.8056264939945
2,14,-54271.09005352426,6.06678e-10,-4.99731e-11,-4.99731e-11,-3.03176e-20,1178.8435787826345,4175.1497609048865,1257.8378543848512,18535.123710289925,712.9144915099013,632.2946725667935,648.3783441171365
8,14,-12870.914683364635,6.54757e-05,4.59572e-11,4.59572e-11,3.00908e-15,1199.9932053346604,1330.4641851755703,1080.3130212226686,603.8032900859158,839.888107328478,716.5561089273252,652.3210036076993
4,15,-122894.02275374712,0.000173223,-2.44141e-10,-2.44141e-10,-4.22907e-14,9867.484679289726,21603.712046328605,922.6456866447305,6593.294021783841,730.3519659637506,727.4161307284476,21132.247696134462
6,15,-11640.235975200232,4.15751e-05,-4.9978e-11,-4.9978e-11,-2.07784e-15,925.3847458185356,924.2481626274724,998.688191709893,698.7245054058448,851.682792350557,713.0237491340794,718.5582405537339
8,15,-12869.149544278762,6.54658e-05,4.5958e-11,4.5958e-11,3.00868e-15,1199.8416196821893,1330.3124530915634,1080.160939465015,603.6512028598646,839.8273847224883,716.4038790672365,652.2597932510233
2,15,-54268.963454511766,6.06555e-10,-4.99731e-11,-4.99731e-11,-3.03115e-20,1178.6916788495355,4174.997860972213,1257.6859544506583,18534.971810356477,712.7625915780782,632.1427726335426,648.2264441941312
5,15,-103729.93095734289,7.44245e-05,-4.99951e-11,-4.99951e-11,-3.72086e-15,-46586.916987791876,1206.5537775304113,1153.8786332898624,778.9150207516484,640.5450032530066,656.7208898736725,855.7368261809629
7,15,-12309.955912403113,3.84133e-05,3.8127e-11,3.8127e-11,1.46458e-15,1287.4882653045645,1012.3491332335491,923.477129228908,607.5055922788621,846.432914809859,825.3824515053458,644.8683198404682
